height,txid,payload_idx,ringsize,ring_pos,account
7441811,bf2871d3de8a5380b45e0e0fc42061509200134503688787ba2dc54e7b864d3e,2,2,0,dero1qy079t58pd58fd8dy3e2hhq92jh9kkncn32p9neckncphnw5088nxqqp9taah
7441811,bf2871d3de8a5380b45e0e0fc42061509200134503688787ba2dc54e7b864d3e,2,2,1,dero1qy80wpknu480kkf0kemf92sm34t4lynwts85mh3m6us4l4dmuxvqzqgpzpx6a
7441811,bf2871d3de8a5380b45e0e0fc42061509200134503688787ba2dc54e7b864d3e,3,2,0,dero1qype0r5uv28n4v0z9ejfsuk4umu65c6tlv2phd4rdj9h4rh6vt6psqqx7a6es
7441811,bf2871d3de8a5380b45e0e0fc42061509200134503688787ba2dc54e7b864d3e,3,2,1,dero1qy079t58pd58fd8dy3e2hhq92jh9kkncn32p9neckncphnw5088nxqqp9taah
7441813,0f9acf09ab928872a7a22de6b364864af82cbd3dbeaa5634e4c53f5bb3ea6e6f,0,2,0,dero1qyqu2g0frwwredt9l6eje7q8tyzr0huwq5dk4j9dvq3zey3antl8yqga6ce73
7441813,0f9acf09ab928872a7a22de6b364864af82cbd3dbeaa5634e4c53f5bb3ea6e6f,0,2,1,dero1qy5yyl8vtpxwxg26z44urk35eav97kr7mnm7fyzefhh6sxd6hqc5xqqzakrem
7441813,0f9acf09ab928872a7a22de6b364864af82cbd3dbeaa5634e4c53f5bb3ea6e6f,1,2,0,dero1qy5yyl8vtpxwxg26z44urk35eav97kr7mnm7fyzefhh6sxd6hqc5xqqzakrem
7441813,0f9acf09ab928872a7a22de6b364864af82cbd3dbeaa5634e4c53f5bb3ea6e6f,1,2,1,dero1qyr386grh5d8q4wtdhf4vatq8480qpf8hn5w8pam6qderuken0wzgqg7chz5g
7441813,0f9acf09ab928872a7a22de6b364864af82cbd3dbeaa5634e4c53f5bb3ea6e6f,2,2,0,dero1qy5yyl8vtpxwxg26z44urk35eav97kr7mnm7fyzefhh6sxd6hqc5xqqzakrem
7441813,0f9acf09ab928872a7a22de6b364864af82cbd3dbeaa5634e4c53f5bb3ea6e6f,2,2,1,dero1qyntredc6s5d95474d942gs9agt3wg63568ypu33aqd0djmgfha6xqgfpxjas
7441813,0f9acf09ab928872a7a22de6b364864af82cbd3dbeaa5634e4c53f5bb3ea6e6f,3,2,0,dero1qy5yyl8vtpxwxg26z44urk35eav97kr7mnm7fyzefhh6sxd6hqc5xqqzakrem
7441813,0f9acf09ab928872a7a22de6b364864af82cbd3dbeaa5634e4c53f5bb3ea6e6f,3,2,1,dero1qy0apfeu386npt57h700sqp8l5mne8n0tf62kw6zgggxjlxju9aygqg2nx5kj
7441813,0f9acf09ab928872a7a22de6b364864af82cbd3dbeaa5634e4c53f5bb3ea6e6f,4,2,0,dero1qy5yyl8vtpxwxg26z44urk35eav97kr7mnm7fyzefhh6sxd6hqc5xqqzakrem
7441813,0f9acf09ab928872a7a22de6b364864af82cbd3dbeaa5634e4c53f5bb3ea6e6f,4,2,1,dero1qyx2p7x29cdtxdd9qhkhddkztxyzkgmvasxpqwk4chkxhqktwfql6qq06k5q9
7441813,0f9acf09ab928872a7a22de6b364864af82cbd3dbeaa5634e4c53f5bb3ea6e6f,5,2,0,dero1qygv79qdhfggs2t3n2jjq6r4ulczfmgeh9fgay8ndz9w9qt944c2qqqhk8zwk
7441813,0f9acf09ab928872a7a22de6b364864af82cbd3dbeaa5634e4c53f5bb3ea6e6f,5,2,1,dero1qy5yyl8vtpxwxg26z44urk35eav97kr7mnm7fyzefhh6sxd6hqc5xqqzakrem
7441814,4654ad77fde86bb1a01c727173e659cfe4d16f28b2e5f645a59a14e6591b84b6,0,2,0,dero1qydkj6dznyk5njmzr96hjcr5uj74anqqqv90mg39mtzm4d2dcpwsqqqk6zvve
7441814,4654ad77fde86bb1a01c727173e659cfe4d16f28b2e5f645a59a14e6591b84b6,0,2,1,dero1qy079t58pd58fd8dy3e2hhq92jh9kkncn32p9neckncphnw5088nxqqp9taah
7441814,4654ad77fde86bb1a01c727173e659cfe4d16f28b2e5f645a59a14e6591b84b6,1,2,0,dero1qy4h2frzj2jvk362mtzs6kt44mdpmp5whjjf89a5rster4k27yafuqg6l4zfx
7441814,4654ad77fde86bb1a01c727173e659cfe4d16f28b2e5f645a59a14e6591b84b6,1,2,1,dero1qy079t58pd58fd8dy3e2hhq92jh9kkncn32p9neckncphnw5088nxqqp9taah
7441814,4654ad77fde86bb1a01c727173e659cfe4d16f28b2e5f645a59a14e6591b84b6,2,2,0,dero1qyxd3vcmsstpgmtvqcj2tqg96qyfx0y2cc37el4wq2yl365jgdfscqq63aq7p
7441814,4654ad77fde86bb1a01c727173e659cfe4d16f28b2e5f645a59a14e6591b84b6,2,2,1,dero1qy079t58pd58fd8dy3e2hhq92jh9kkncn32p9neckncphnw5088nxqqp9taah
7441820,cbe67f107d8b19d44b0071732f717791cacc87d2af76e039f3e28bf37675d2e1,0,2,0,dero1qygtg52jl0hjscxn249da7p0utxjvvypk56h5fltqxmkcjcuj9cm5qgqp4dxd
7441820,cbe67f107d8b19d44b0071732f717791cacc87d2af76e039f3e28bf37675d2e1,0,2,1,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7441820,42e5350b0bb0492ff6e1ddc84ec91e7266104437d206dd405846e9b7fb93b402,0,2,0,dero1qy5yyl8vtpxwxg26z44urk35eav97kr7mnm7fyzefhh6sxd6hqc5xqqzakrem
7441820,42e5350b0bb0492ff6e1ddc84ec91e7266104437d206dd405846e9b7fb93b402,0,2,1,dero1qydkj6dznyk5njmzr96hjcr5uj74anqqqv90mg39mtzm4d2dcpwsqqqk6zvve
7441820,42e5350b0bb0492ff6e1ddc84ec91e7266104437d206dd405846e9b7fb93b402,1,2,0,dero1qy07h9mk6xxf2k4x0ymdpezvksjy0talskhpvqmat3xk3d9wczg5jqqvwl0sn
7441820,42e5350b0bb0492ff6e1ddc84ec91e7266104437d206dd405846e9b7fb93b402,1,2,1,dero1qy5yyl8vtpxwxg26z44urk35eav97kr7mnm7fyzefhh6sxd6hqc5xqqzakrem
7441820,42e5350b0bb0492ff6e1ddc84ec91e7266104437d206dd405846e9b7fb93b402,2,2,0,dero1qy5yyl8vtpxwxg26z44urk35eav97kr7mnm7fyzefhh6sxd6hqc5xqqzakrem
7441820,42e5350b0bb0492ff6e1ddc84ec91e7266104437d206dd405846e9b7fb93b402,2,2,1,dero1qyxd3vcmsstpgmtvqcj2tqg96qyfx0y2cc37el4wq2yl365jgdfscqq63aq7p
7441821,727dafcf9d647411ab5d140ffff33f7b4bf2d424d486aeb616e9d575406770bc,0,2,0,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7441821,727dafcf9d647411ab5d140ffff33f7b4bf2d424d486aeb616e9d575406770bc,0,2,1,dero1qydg9xf3zn0ajgkpj9mxu6m94m50zvr8h9f8d3rmue3rux273c2y7qg5s2xxc
7441827,f494c44357b4faf66b2b2889fc7f6e11f3a067c7a2271ef534ae8ce20ccd1dad,0,2,0,dero1qyn79hvatlv89wtfcjnsmk7z2w34l0r66uvdjfmzjd8szv7lc00t5qg83mn2z
7441827,f494c44357b4faf66b2b2889fc7f6e11f3a067c7a2271ef534ae8ce20ccd1dad,0,2,1,dero1qyv6rl9xtq5azawr4mes6w5ymdsfcm78taggk8mgr504v80flcse7qghc9x8u
7442157,e1ca40f03a6c84a74f7fd99c42b9a943ad1f4c8426aee8d4fad2666e63e2ef7f,0,2,0,dero1qy9x33sr65zahma989vmt0s6m06tytgv6xz6c37qrw8gnekgjmd8cqgxnnm0q
7442157,e1ca40f03a6c84a74f7fd99c42b9a943ad1f4c8426aee8d4fad2666e63e2ef7f,0,2,1,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442171,3ac6cb5422928f26efb25e5915765ac1620cd72e6870c61ee24aded979b109ee,0,2,0,dero1qyfcwdzafrefks6we2kqnq60eu3hezn8g72dvj5knvlqek8a7tg2zqg5v8323
7442171,3ac6cb5422928f26efb25e5915765ac1620cd72e6870c61ee24aded979b109ee,0,2,1,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442178,67165d28d64002a863985da2d1facd7c00cba485e4e0391f0f84a468e392fc09,0,2,0,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442178,67165d28d64002a863985da2d1facd7c00cba485e4e0391f0f84a468e392fc09,0,2,1,dero1qy8netm7ey74mjmq9ztsnkgkztum2zg4a2p40fl7ku9zu9qd3mukxqq3ndpne
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,0,dero1qyjdgltzhvf2yeer82kmuvhnu73e32cajmmvtrr3sgq04c00mxkacqg0x96z5
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,1,dero1qynwy689h68pl8zgtjfa5d2ppj2shvn32aclfehc3pgxkyw2wwhcwqqkz2aut
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,2,dero1qyvah5nxl5qe4jx70qzz9628pg6wmwesz4va0x2cslzuwgkas3nyvqqfny7xv
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,3,dero1qy9qr6tj5rsnfgceea5jlwma37jfstwvqcsya3j52hjne4fn5wnrxqqrruzwv
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,4,dero1qyfs6w0c5mehnt5fz9gf36xay5gjndhxzwtexs7ewhpne6em6sqm5qqg76f4m
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,5,dero1qyg5ntwylvuzytv7kzpvlz83ufl24wnzv5ys9ut20433fhxcg3l5jqgh4tmhc
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,6,dero1qyv4k7p3c5enstzm45nxghm77pm0htpyzdav652l7lhddg7wgxq4kqgfdrjlk
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,7,dero1qykdtkyv3csu69x5e3998lex2tfs70wrx2pxzzzjz0ycmcnr6w22vqgntnthl
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,8,dero1qyqdur2k5jpx6hsaf3dppu0vhagxupxecevsz7f378t9wzdnsnyzkqghn9pc4
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,9,dero1qydtag3yaa62d3kfezlvetw3lsmahaclxma62jphune97f8h32e9vqg5khs8d
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,10,dero1qy2sgzj0r67sk6haxwwsvx8z5cm6ycyxq75xzzkdxas6y62psnvwjqgnvqjuu
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,11,dero1qyy23rp205mhaal2hvgl682jaa2cwf0kahfl895a4ft8akx6036xzqgc8jrf6
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,12,dero1qy9kn64yj8us5jmq9wfwex0uzxnwwnkn2p2q8xcj6wq0ggj4emk6vqq0nmdr7
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,13,dero1qy2y8j9lcav25ewa9cf96k3zz0apldg83h5h3gvnh7zv0543v0f3gqgqxvqnt
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,14,dero1qypnqhtwzchzv8897kk853mmmca9z6f9xjhz7qk2wtsnjuvdpapfyqg3dufu2
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,15,dero1qy5xmzyjev0pdv2023qcv7pxaqwumc2h7x9277mty5v7gk99042zkqgfdpqsl
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,16,dero1qy4wt588pjqxsru9a63sl4ydfedn9y059yek30w3upg3mvscz3uu7qq6fd67q
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,17,dero1qyjjs4hk7hh6yph5za5z3c3r303emce36e8hj3kzwt0xzme9mwg0vqgyc67xd
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,18,dero1qy3vk089rc2ttrrr0kdw96aywqayalymzzj4njy8ajjw3lr59nxmuqgsrf8pk
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,19,dero1qyy20gxwugu4f35ga0ata56p6kzcky7gqzend7y008cz72gypyq9cqqxt7rsc
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,20,dero1qy4vvudq9eutdc2fql82jxarmsff8cjanllmqhawqee09frehann5qgcguqf5
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,21,dero1qyvxqkczdy60wtuskmykh767p4p58fp6c6rg5gugfyquzwz8gy7kjqqjttdrn
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,22,dero1qykemgld4s8tq9u3zsg7de5wel5ezmk6jsq92w5p7re2qp0f2ld8zqqlclcew
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,23,dero1qy3j5ptu340yscl5rc0xmmnnse2ghrsg8mear7gfdqfhfjxqaghkwqgmxy68a
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,24,dero1qykhvt9lt0aa9s9vrlxnsl4pl2t5220d0e3ty38899y3cyg86gxwsqgwdrela
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,25,dero1qy8m33uq06sd2jch9u4k9he90a6skfg023k8vn8zp4ruftnqhwervqqesvanh
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,26,dero1qysdt6pszkae9p4328n328vq5dcqtrjg8ty07z54llszj30rk0chuqq3cny4k
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,27,dero1qywwhe2gjamaa9htadk9az2h9m2vsz2dqgav87n34qeyu4kvmeprkqqm7cn7p
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,28,dero1qy2xkglnr0hczw3ykn6kgkjckkq6f32nfh6va6w3zpj89uvuajhjwqqcyfs47
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,29,dero1qy2ltjx4fvcrtykk7yd7eqpqd9mu4nwfmdexlarqtjgzxh8j6ua2cqqql3l64
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,30,dero1qysf3f2qwj3r8k7q55qw6frcc6e57n4tj8pcdxwjz869gd49t6hkuqqq6dhx9
7442182,87c9f0469a3b1d1c67e307430b6d96d76e1338a39005097e85db70b082709530,0,32,31,dero1qy5hknpgy7ds2gvc69s52sxy6ghjfd3xduj8wemcmf42mklggeumjqgr0rwwn
7442200,2a1b01772c773b2f7e0a43dc4a5b54c9e09707dfc066857d15395d6c00d6a3a3,0,2,0,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442200,2a1b01772c773b2f7e0a43dc4a5b54c9e09707dfc066857d15395d6c00d6a3a3,0,2,1,dero1qyy5kc45cz5q5722cf2lzefhz0chjr0gnv35ghwv9j6gg8ry2du4xqgy3d6fj
7442202,64bdac57b3b083a52a223f8314d62bc6c05ccba4a285957bbe3e9bb10177e1d1,0,2,0,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442202,64bdac57b3b083a52a223f8314d62bc6c05ccba4a285957bbe3e9bb10177e1d1,0,2,1,dero1qy9yh8n9844ygvurdn7y5f0vzctppf40j4fcdfrt3fsp0eezxy9w6qgz4l7h6
7442204,fddb1afc3a19262437323e3de4832ca983eb5e51f272a4a5952d308cfdc4dd44,0,2,0,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442204,fddb1afc3a19262437323e3de4832ca983eb5e51f272a4a5952d308cfdc4dd44,0,2,1,dero1qy4sryjdnrz99y9w0f9zew8vmqxj2zhujwf0mh32gnaa8x9c2z5qcqq2e8rfn
7442205,a32fd6aa8de5c7ce2f8b58e4044651b33fdb69a8256e36c2b41e63ac62748228,0,2,0,dero1qyj45yk5v4mrvmdqtjgdlmr63zfcfdpxsesjn3cujtd8rfqvfakzvqq4ja4jl
7442205,a32fd6aa8de5c7ce2f8b58e4044651b33fdb69a8256e36c2b41e63ac62748228,0,2,1,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442207,77400e5b3581405a03e331e589384eefb761c9583ae44f3a333071b8ba35247c,0,2,0,dero1qyztd50yaddfnkhu9qlqk662lg4vgc7ahp85gnlgj4mlur8efxrjuqg4h4lsa
7442207,77400e5b3581405a03e331e589384eefb761c9583ae44f3a333071b8ba35247c,0,2,1,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442208,35438eb0bd972b50a339745603eea0a191e86964a1d807dfb25e02f4e0f400e3,0,2,0,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442208,35438eb0bd972b50a339745603eea0a191e86964a1d807dfb25e02f4e0f400e3,0,2,1,dero1qy554jmw8lpu2zpsssvgs2d2dm48l8d7eulcnpa464q3fwsr567n6qg4qwrvj
7442211,d17dbaf7142c6f5c66b3adfbda1e9098a07d8984cf28c8f113e429a2851f427f,0,2,0,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442211,d17dbaf7142c6f5c66b3adfbda1e9098a07d8984cf28c8f113e429a2851f427f,0,2,1,dero1qyr84g0s8a5dllydjpy6jwkpwp3q7naj6yq4z9cyn7px27nz44e9uqqs7rfg4
7442212,6dccb5451da2efa26ffb922cf55e6bb392d9718c6a0b836fde91f40c0fcbdcd3,0,2,0,dero1qy8khc5utkaprpd2nwwsfvsr3j5tmfx78mxysr5as77ww8fa7z6msqgecg3u8
7442212,6dccb5451da2efa26ffb922cf55e6bb392d9718c6a0b836fde91f40c0fcbdcd3,0,2,1,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442214,93421f36aa09c8028fd092f62b4661228ab85177cb12e3337e25d8dd107aec6e,0,2,0,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442214,93421f36aa09c8028fd092f62b4661228ab85177cb12e3337e25d8dd107aec6e,0,2,1,dero1qyrh5e0rrnlwjulj8ye7susjqy0aqyyv25la7lvyzc88cl7m003r6qqhq3pt0
7442216,7dd2bb4917b6d2d87fc959ec13bf3731cba2a48d722b638ee31f3ae8f7ee46da,0,2,0,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442216,7dd2bb4917b6d2d87fc959ec13bf3731cba2a48d722b638ee31f3ae8f7ee46da,0,2,1,dero1qy9l7pwwjzk4wt5yanr3sdx7suz5xrtvafaqg3fygrsdydvlgpgw7qqn00k7u
7442235,9c6da3db7c59f2ec2550b674ae4b04fe1671ecad7babfd49956129d4a8302ee2,0,2,0,dero1qyvk3qq0v7rukcg8g4rpf8m9nlmrnr8gc276qjshymdwunls3yd0gqgmufa7y
7442235,9c6da3db7c59f2ec2550b674ae4b04fe1671ecad7babfd49956129d4a8302ee2,0,2,1,dero1qywygmdec7e4cnkgap4jhewvewr3m8mdf5a3lp0g2ttpkhujg8v22qg9feq2y
7442261,d53bc39af851213a1cf779b45f3dd8d543db47e6eddac197ecf849ebd6d9f7fd,0,2,0,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442261,d53bc39af851213a1cf779b45f3dd8d543db47e6eddac197ecf849ebd6d9f7fd,0,2,1,dero1qy0rmxemxpvxe53yk8c6l7mcvugmz4m9gkq88skhhp67h0et4vf0gqqy45pa3
7442263,cd87ea12f19dabc4dd788dd5c6d4b57ecf55716d2ddbc3de3062dda9ffdfe535,0,2,0,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442263,cd87ea12f19dabc4dd788dd5c6d4b57ecf55716d2ddbc3de3062dda9ffdfe535,0,2,1,dero1qyzq46cky5cy25xqv8gc7dcszsje7upxkhuzky8mwss6ku30hk6r2qqxe9wnj
7442267,c467be46ea818876ba22182919cefd786d75526c5a7c395173bd8f2339aaa49e,0,2,0,dero1qyhmap3q5c224vxj9m6zx75rtp2xlcmy9q4j6cad6kqe9cfqannuuqq9xx3ql
7442267,c467be46ea818876ba22182919cefd786d75526c5a7c395173bd8f2339aaa49e,0,2,1,dero1qyn79hvatlv89wtfcjnsmk7z2w34l0r66uvdjfmzjd8szv7lc00t5qg83mn2z
7442276,4a0a0ff70bd026f9031a1c1057c57bf1f7eb5deef86be4c0aaf29e9027bcba95,0,2,0,dero1qyyq0myscsnxtlj4v43xyyv4gs67sn3877maax3r72agkjcvyl9nxqg05vwuf
7442276,4a0a0ff70bd026f9031a1c1057c57bf1f7eb5deef86be4c0aaf29e9027bcba95,0,2,1,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442280,fd7cc6f7d61b53cacb1feff4a6db4ab26c7a157197af4b14a3a787fc0471401f,0,2,0,dero1qyy7q6565h8mutvnusd42m4ur8ld0c6k02zrqjh6f9j6qqtz53tsqqgqvy5ng
7442280,fd7cc6f7d61b53cacb1feff4a6db4ab26c7a157197af4b14a3a787fc0471401f,0,2,1,dero1qyj5qpmel4wtvwykz6ygd37gnhwwvcu6k2gfyfu6fa7cltywjyrjqqq3mcd40
7442290,834331791a1a51b2f2d9f9ba60fc80fa590a5d8e208f6518d0e225ec0bea3eca,0,2,0,dero1qywygmdec7e4cnkgap4jhewvewr3m8mdf5a3lp0g2ttpkhujg8v22qg9feq2y
7442290,834331791a1a51b2f2d9f9ba60fc80fa590a5d8e208f6518d0e225ec0bea3eca,0,2,1,dero1qyh8f3elh3v3fjm0mpsperedfg0etcew0yvfyuhlcm79ym79fesj5qqge86lh
7442631,abfef604e09d52cc8b0329050692340add771061ea77f1e086295c67c852a0f5,0,2,0,dero1qy8rhn5q6f7hszlegxtywqg9u6w2r9rgjat6lh20sfm50qsl4f3fgqqxk7shn
7442631,abfef604e09d52cc8b0329050692340add771061ea77f1e086295c67c852a0f5,0,2,1,dero1qywygmdec7e4cnkgap4jhewvewr3m8mdf5a3lp0g2ttpkhujg8v22qg9feq2y
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,0,dero1qycz3j2vue293llmf8kt5604jmwn09wgtmnk04803a5fpnwh6k68xqgl2k7r9
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,1,dero1qydk05lcgak4qths0s40zwyj35euuxxsalhzwnsgpyq7my0uph35qqqgy2ay2
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,2,dero1qyx5jhm9etkc9mvpn08ng2ap6h9c4wa0vp3qltkar5xs6w3axf3vyqqyhc7n6
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,3,dero1qyxq74cd8tpvz4sjm7535t08qlqlnfvw2v9etx2w28x3p7v947s9zqqq0843g
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,4,dero1qy9avcykgmex8thkvg5mlzn0k03sdfyvx0xdkls38tgw5sg6kphd6qgmu0t9e
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,5,dero1qyhgrqvc8p2c59dcmrwukgt5qlz6xzxeznzyyl4j6qta6wf59swt5qg6fktcx
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,6,dero1qy2slm3tzygjd8dd52zrtktpqnsly98dy0c85r5j8pzn62sxymnjyqgy7hc66
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,7,dero1qy8jtw8xy7emgy9yx5m8ajdmuv8xnc544dmkvummawarn2a9ctnr2qg3eq9qj
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,8,dero1qysf3f2qwj3r8k7q55qw6frcc6e57n4tj8pcdxwjz869gd49t6hkuqqq6dhx9
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,9,dero1qy25t499r82as5vggf2rn8numgy4j8353cdmmhj34njf6fcg0u4axqqwd7cla
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,10,dero1qyyzx004jrp6p09nt5gjrelkycll63rqqrmazknskj48el9zzx6duqgm90dzg
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,11,dero1qy5v3fxx3ax5zwphpsjrnyrtljjt0n4nfj9729dy8z5tx3w2zdq72qgldnjws
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,12,dero1qyk63q3hm062rj6ftykvky5pk3lrjfaucxn7s7s0dgyez2fdr5wnqqgx9quds
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,13,dero1qy234v9ptvg7vduyv6npel05fpekj5n67t73m3hx6a287s49zsczzqgewdem9
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,14,dero1qy2256m4tvpq78gmk3f8d7rkfmgzz9apm5gkmp4wqv688un8c6dz2qqmxc2pr
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,15,dero1qyt33ruyz8gru94nm9sjxn6z4wjmlfqmmvr9ssh6g945htur4rh8gqgnms4f6
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,16,dero1qyz2t58lztm5rnyslgahtx632k80w5cv3h4fxm39x3u6t3zy9e73uqqlv6gtv
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,17,dero1qyvl9d2sgverg3d2x23ftgadqj4heg7y544cdy04ukv29sfh9e866qqeadcaa
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,18,dero1qygrgj2znze50ewk3wrndkws3dv4ha8avnykkyk2rj4arjm0tjn47qghqwsqr
7443071,f23ca243212662ee63f83df07810dbc9a5f991e72582698f7fa3fdbc93d1b0ca,0,32,19,dero1qyxn2lwh6p8q9hn4lj8wanal22mqcd5k6jccpk8ujt3uugmyn3g3vqgx8ahw8
